claim_id,report,location,claim_class,claim,source,access_level,independent_tier,verdict,severity,transferability,corrected_wording
H-CLAUSE-0242,Hermes review,Q7 ; L242,published finding,| Load at fixed repetitions | Yes — this is 1RM-adjacent; the strongest-supported axis overall [A; DOI 10.1186/s40798-020-00260-z] | Yes | Yes |,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0243,Hermes review,Q7 ; L243,inference/system fact,| Estimated 1RM | Derivative of the two above; inherits Q2 errors | Yes | Yes (already computed) |,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0244,Hermes review,Q7 ; L244,inference/system fact,"| Range of motion | Emerging but immature; recent trials (e.g. lengthened-partial work) exist but no settled dose-response I can cite as established | Partially | Only via exercise selection, not measured ROM — no phone sensor axis exists; effectively **not capturable as a measured quantity** |",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0245,Hermes review,Q7 ; L245,published finding,| Movement-rung advancement | Outcome evidence only as ordinal capability (calisthenics trial endpoints improved [B; DOI 10.1519/JSC.0000000000002345]); the ladder itself is convention | Yes (it advances when training works) | Yes (capability graph exists) |,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0246,Hermes review,Q7 ; L246,research-gap statement,| Work density (work/time) | No direct outcome evidence located linking density to adaptation | Sensitivity only (arithmetic) | Partially — needs session timestamps (present) and complete work (absent for bodyweight/grappling) |,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,GAP-NOT-ESTABLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0247,Hermes review,Q7 ; L247,published finding,"| Rest-interval tolerance | Indirect: longer inter-set rests benefit strength in trained lifters [A-tier SR; DOI 10.1007/s40279-017-0788-x] — rest length modulates stimulus, so tolerance *reflects* conditioning, but tolerance-as-progression-marker is untested | Sensitivity only | Poorly — the app logs session start/end, not per-set rest; **not capturable at per-set fidelity** |",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0248,Hermes review,Q7 ; L248,research-gap statement,"| Repetition velocity | Strong outcome evidence in VBT literature, but **requires hardware the app does not have** (no camera pipeline ratified, no encoder) | — | **Unavailable in this system** |",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,GAP-NOT-ESTABLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0249,Hermes review,Q7 ; L249,published finding,| Time under tension | Tempo meta-analysis: hypertrophy insensitive across 0.5–8 s durations [A; PMID 25601394; DOI 10.1007/s40279-015-0304-0] — TUT barely discriminates outcomes in that range; very slow tempos inferior | Weak | Only for timed holds (`seconds`); not per-rep |,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0251,Hermes review,Q7 ; L251,inference/system fact,"Hardware-dependent measures (velocity, force, measured ROM, %MVC dynamometry) are labelled **unavailable in this system**, per the brief — they are described here only to close the question, not offered as options.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0253,Hermes review,Q7 ; L253,inference/system fact,"The axes with combined outcome + sensitivity evidence and full capturability reduce to three: **load at fixed reps, reps at fixed load, and (derivative, error-laden) estimated 1RM**, plus the ordinal capability rung which has outcome-adjacent but conventionally-defined evidence.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0257,Hermes review,Q7 ; L257,inference/system fact,*Does:* separates evidence-backed from convenience axes and marks velocity/ROM/rest-interval as uncapturable here.,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0259,Hermes review,Q7 ; L259,design proposal,"*Does not:* authorise selecting, displaying, or weighting any of them; ""worth measuring"" is the owner's ruling informed by this table, not made by it.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNSUPPORTED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0267,Hermes review,Q8 ; L267,research-gap statement,"The evidence supports autoregulation *by validated signals under supervision* (RPE/RIR/velocity methods beat or match fixed loading in several reviews), but it contains **no evidence base for closing the loop on a noisy, optionally-present, self-reported signal in an unsupervised population, and no evidence on adjustment frequency.** The owner's descriptive-only default for the estimated-1RM series is consistent with the state of the evidence; the ACWR precedent stands untouched. Failure modes named in the literature are definitional inconsistencies and measurement-dependence rather than empirical reports of oscillation/ratcheting — those remain theoretical risks, not documented outcomes.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,GAP-NOT-ESTABLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0271,Hermes review,Q8 ; L271,published finding,"- Autoregulation review: 14 studies, 30 groups, n=356 — all autoregulated protocols (subjective and objective) raised 1RM, small-to-large ES [systematic review, narrative ES reporting → tiered C conservatively; PMID 33520457; DOI 10.7717/peerj.10663]. Supervised, mostly trained men.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
H-CLAUSE-0272,Hermes review,Q8 ; L272,published finding,- RIR-driven autoregulation beat fixed loading over 12 weeks in one RCT [B; PMID 31009432; DOI 10.1519/JSC.0000000000003164] — **read limitation: I verified the record and citation but could not retrieve the abstract text; the directional claim rests on title/registry verification and should be hand-checked before resting weight on it.**,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
